city,state,10th,25th,50th,75th,90th,date,region
Bartlesville,OK,47539.0,54529.0,62206.0,71049.0,79100.0,"June 26, 2023",Southwest
Broken Arrow,OK,47842.0,54876.0,62602.0,71501.0,79603.0,"June 26, 2023",Southwest
Edmond,OK,45882.0,52627.0,60037.0,68571.0,76342.0,"June 26, 2023",Southwest
Enid,OK,45579.0,52280.0,59641.0,68119.0,75839.0,"June 26, 2023",Southwest
Lawton,OK,42883.0,49188.0,56113.0,64090.0,71353.0,"June 26, 2023",Southwest
Muskogee,OK,47539.0,54529.0,62206.0,71049.0,79100.0,"June 26, 2023",Southwest
Norman,OK,45730.0,52454.0,59839.0,68345.0,76090.0,"June 26, 2023",Southwest
Oklahoma City,OK,46033.0,52801.0,60234.0,68797.0,76593.0,"June 26, 2023",Southwest
Stillwater,OK,45579.0,52280.0,59641.0,68119.0,75839.0,"June 26, 2023",Southwest
Tulsa,OK,47993.0,55049.0,62799.0,71727.0,79855.0,"June 26, 2023",Southwest
Albany,OR,49217.0,56453.0,64401.0,73556.0,81891.0,"June 26, 2023",West
Beaverton,OR,52499.0,60217.0,68695.0,78460.0,87351.0,"June 26, 2023",West
Bend,OR,49037.0,56246.0,64165.0,73286.0,81591.0,"June 26, 2023",West
Clackamas,OR,52431.0,60140.0,68607.0,78360.0,87240.0,"June 26, 2023",West
Corvallis,OR,49188.0,56420.0,64363.0,73513.0,81844.0,"June 26, 2023",West
Eugene,OR,49595.0,56887.0,64896.0,74122.0,82521.0,"June 26, 2023",West
Gresham,OR,52431.0,60140.0,68607.0,78360.0,87240.0,"June 26, 2023",West
Hillsboro,OR,52331.0,60025.0,68475.0,78210.0,87072.0,"June 26, 2023",West
Lake Oswego,OR,52499.0,60217.0,68695.0,78460.0,87351.0,"June 26, 2023",West
Medford,OR,49142.0,56367.0,64303.0,73444.0,81766.0,"June 26, 2023",West
Oregon City,OR,52297.0,59986.0,68431.0,78159.0,87016.0,"June 26, 2023",West
Portland,OR,52499.0,60217.0,68695.0,78460.0,87351.0,"June 26, 2023",West
Salem,OR,49771.0,57088.0,65126.0,74384.0,82813.0,"June 26, 2023",West
Springfield,OR,49485.0,56761.0,64752.0,73957.0,82337.0,"June 26, 2023",West
Allentown,PA,50785.0,58251.0,66452.0,75899.0,84500.0,"June 26, 2023",Northeast
Altoona,PA,46965.0,53870.0,61454.0,70190.0,78144.0,"June 26, 2023",Northeast
Bethlehem,PA,50785.0,58251.0,66452.0,75899.0,84500.0,"June 26, 2023",Northeast
Doylestown,PA,54795.0,62851.0,71700.0,81892.0,91172.0,"June 26, 2023",Northeast
Easton,PA,50704.0,58159.0,66347.0,75779.0,84366.0,"June 26, 2023",Northeast
Erie,PA,46547.0,53390.0,60907.0,69565.0,77448.0,"June 26, 2023",Northeast
Greensburg,PA,48081.0,55150.0,62915.0,71859.0,80002.0,"June 26, 2023",Northeast
Harrisburg,PA,49015.0,56221.0,64137.0,73254.0,81555.0,"June 26, 2023",Northeast
Johnstown,PA,46542.0,53384.0,60900.0,69558.0,77440.0,"June 26, 2023",Northeast
Lancaster,PA,49369.0,56627.0,64599.0,73783.0,82144.0,"June 26, 2023",Northeast
Lebanon,PA,49177.0,56407.0,64349.0,73497.0,81825.0,"June 26, 2023",Northeast
Philadelphia,PA,53476.0,61338.0,69973.0,79921.0,88977.0,"June 26, 2023",Northeast
Pittsburgh,PA,49636.0,56933.0,64949.0,74182.0,82588.0,"June 26, 2023",Northeast
Reading,PA,50128.0,57498.0,65593.0,74918.0,83407.0,"June 26, 2023",Northeast
Scranton,PA,46775.0,53652.0,61206.0,69907.0,77828.0,"June 26, 2023",Northeast
State College,PA,46663.0,53523.0,61059.0,69739.0,77641.0,"June 26, 2023",Northeast
Stroudsburg,PA,51695.0,59295.0,67643.0,77259.0,86014.0,"June 26, 2023",Northeast
West Chester,PA,52810.0,60575.0,69103.0,78927.0,87870.0,"June 26, 2023",Northeast
Williamsport,PA,48020.0,55080.0,62835.0,71767.0,79900.0,"June 26, 2023",Northeast
York,PA,49399.0,56662.0,64639.0,73828.0,82194.0,"June 26, 2023",Northeast
Coventry,RI,52961.0,60748.0,69300.0,79152.0,88121.0,"June 26, 2023",Northeast
Cranston,RI,53062.0,60863.0,69432.0,79302.0,88289.0,"June 26, 2023",Northeast
Cumberland,RI,53062.0,60863.0,69432.0,79302.0,88289.0,"June 26, 2023",Northeast
East Providence,RI,53062.0,60863.0,69432.0,79302.0,88289.0,"June 26, 2023",Northeast
Narragansett,RI,53293.0,61128.0,69734.0,79647.0,88673.0,"June 26, 2023",Northeast
Newport,RI,53355.0,61199.0,69815.0,79740.0,88776.0,"June 26, 2023",Northeast
Pawtucket,RI,53062.0,60863.0,69432.0,79302.0,88289.0,"June 26, 2023",Northeast
Providence,RI,53062.0,60863.0,69432.0,79302.0,88289.0,"June 26, 2023",Northeast
Tiverton,RI,53566.0,61442.0,70092.0,80056.0,89128.0,"June 26, 2023",Northeast
Warwick,RI,53062.0,60863.0,69432.0,79302.0,88289.0,"June 26, 2023",Northeast
Westerly,RI,53618.0,61501.0,70160.0,80134.0,89214.0,"June 26, 2023",Northeast
Woonsocket,RI,53011.0,60805.0,69366.0,79227.0,88205.0,"June 26, 2023",Northeast
Aiken,SC,47015.0,53928.0,61520.0,70266.0,78228.0,"June 26, 2023",Southeast
Anderson,SC,47242.0,54188.0,61817.0,70605.0,78605.0,"June 26, 2023",Southeast
Charleston,SC,47854.0,54890.0,62617.0,71519.0,79623.0,"June 26, 2023",Southeast
Columbia,SC,46695.0,53560.0,61101.0,69787.0,77695.0,"June 26, 2023",Southeast
Florence,SC,45423.0,52101.0,59436.0,67886.0,75579.0,"June 26, 2023",Southeast
Goose Creek,SC,47783.0,54809.0,62525.0,71413.0,79506.0,"June 26, 2023",Southeast
Greenville,SC,47615.0,54616.0,62305.0,71162.0,79226.0,"June 26, 2023",Southeast
Hilton Head Island,SC,47045.0,53962.0,61559.0,70310.0,78278.0,"June 26, 2023",Southeast
Mount Pleasant,SC,47854.0,54890.0,62617.0,71519.0,79623.0,"June 26, 2023",Southeast
Myrtle Beach,SC,45567.0,52266.0,59624.0,68101.0,75818.0,"June 26, 2023",Southeast
North Charleston,SC,47854.0,54890.0,62617.0,71519.0,79623.0,"June 26, 2023",Southeast
Rock Hill,SC,49600.0,56893.0,64903.0,74129.0,82529.0,"June 26, 2023",Southeast
Spartanburg,SC,47363.0,54327.0,61975.0,70785.0,78807.0,"June 26, 2023",Southeast
Summerville,SC,47642.0,54647.0,62340.0,71203.0,79271.0,"June 26, 2023",Southeast
Sumter,SC,45060.0,51685.0,58962.0,67344.0,74975.0,"June 26, 2023",Southeast
Aberdeen,SD,41699.0,47830.0,54564.0,62320.0,69382.0,"June 26, 2023",Midwest
Brookings,SD,44481.0,51020.0,58203.0,66478.0,74011.0,"June 26, 2023",Midwest
Deadwood,SD,43584.0,49992.0,57030.0,65137.0,72518.0,"June 26, 2023",Midwest
Pierre,SD,42455.0,48697.0,55553.0,63450.0,70640.0,"June 26, 2023",Midwest
Rapid City,SD,44340.0,50859.0,58019.0,66267.0,73776.0,"June 26, 2023",Midwest
Sioux Falls,SD,45237.0,51887.0,59193.0,67607.0,75268.0,"June 26, 2023",Midwest
Watertown,SD,44481.0,51020.0,58203.0,66478.0,74011.0,"June 26, 2023",Midwest
Chattanooga,TN,45433.0,52112.0,59449.0,67900.0,75595.0,"June 26, 2023",Southeast
Clarksville,TN,45771.0,52500.0,59891.0,68406.0,76157.0,"June 26, 2023",Southeast
Franklin,TN,46818.0,53701.0,61262.0,69971.0,77899.0,"June 26, 2023",Southeast
Germantown,TN,46581.0,53429.0,60951.0,69616.0,77505.0,"June 26, 2023",Southeast
Hendersonville,TN,46912.0,53809.0,61384.0,70111.0,78055.0,"June 26, 2023",Southeast
Jackson,TN,46345.0,53159.0,60643.0,69264.0,77113.0,"June 26, 2023",Southeast
Johnson City,TN,43858.0,50306.0,57388.0,65547.0,72974.0,"June 26, 2023",Southeast
Kingsport,TN,44022.0,50494.0,57603.0,65792.0,73248.0,"June 26, 2023",Southeast
Knoxville,TN,46234.0,53032.0,60498.0,69098.0,76929.0,"June 26, 2023",Southeast
Memphis,TN,46698.0,53564.0,61105.0,69791.0,77700.0,"June 26, 2023",Southeast
Murfreesboro,TN,46629.0,53485.0,61015.0,69689.0,77586.0,"June 26, 2023",Southeast
Nashville,TN,46982.0,53890.0,61477.0,70216.0,78173.0,"June 26, 2023",Southeast
Abilene,TX,45564.0,52263.0,59621.0,68097.0,75813.0,"June 26, 2023",Southwest
Amarillo,TX,46209.0,53003.0,60465.0,69061.0,76887.0,"June 26, 2023",Southwest
Arlington,TX,49021.0,56229.0,64145.0,73264.0,81566.0,"June 26, 2023",Southwest
Austin,TX,49560.0,56847.0,64850.0,74069.0,82462.0,"June 26, 2023",Southwest
Beaumont,TX,48875.0,56061.0,63953.0,73045.0,81322.0,"June 26, 2023",Southwest
Brownsville,TX,44098.0,50581.0,57702.0,65905.0,73373.0,"June 26, 2023",Southwest
Carrollton,TX,50037.0,57394.0,65474.0,74782.0,83256.0,"June 26, 2023",Southwest
Corpus Christi,TX,47298.0,54251.0,61889.0,70687.0,78698.0,"June 26, 2023",Southwest
Dallas,TX,50064.0,57425.0,65509.0,74822.0,83301.0,"June 26, 2023",Southwest
Denton,TX,49360.0,56617.0,64588.0,73769.0,82129.0,"June 26, 2023",Southwest
El Paso,TX,44076.0,50556.0,57674.0,65873.0,73337.0,"June 26, 2023",Southwest
Fort Worth,TX,49102.0,56321.0,64251.0,73384.0,81700.0,"June 26, 2023",Southwest
Frisco,TX,49983.0,57332.0,65404.0,74702.0,83167.0,"June 26, 2023",Southwest
Galveston,TX,51319.0,58864.0,67151.0,76697.0,85389.0,"June 26, 2023",Southwest
Garland,TX,50064.0,57425.0,65509.0,74822.0,83301.0,"June 26, 2023",Southwest
Grand Prairie,TX,49957.0,57302.0,65369.0,74662.0,83122.0,"June 26, 2023",Southwest
Harlingen,TX,44168.0,50662.0,57795.0,66011.0,73491.0,"June 26, 2023",Southwest
Houston,TX,51273.0,58812.0,67092.0,76630.0,85313.0,"June 26, 2023",Southwest
Irving,TX,50064.0,57425.0,65509.0,74822.0,83301.0,"June 26, 2023",Southwest
Killeen,TX,45818.0,52554.0,59953.0,68476.0,76236.0,"June 26, 2023",Southwest
Laredo,TX,44914.0,51518.0,58771.0,67125.0,74732.0,"June 26, 2023",Southwest
Longview,TX,46009.0,52773.0,60203.0,68761.0,76553.0,"June 26, 2023",Southwest
Lubbock,TX,45388.0,52061.0,59390.0,67833.0,75520.0,"June 26, 2023",Southwest
Mcallen,TX,43337.0,49708.0,56707.0,64768.0,72107.0,"June 26, 2023",Southwest
Mckinney,TX,49903.0,57240.0,65298.0,74581.0,83033.0,"June 26, 2023",Southwest
Mesquite,TX,50011.0,57363.0,65439.0,74742.0,83212.0,"June 26, 2023",Southwest
Midland,TX,44985.0,51598.0,58863.0,67231.0,74849.0,"June 26, 2023",Southwest
Odessa,TX,44985.0,51598.0,58863.0,67231.0,74849.0,"June 26, 2023",Southwest
Pasadena,TX,51085.0,58596.0,66845.0,76348.0,85000.0,"June 26, 2023",Southwest
Plano,TX,50064.0,57425.0,65509.0,74822.0,83301.0,"June 26, 2023",Southwest
Port Arthur,TX,47882.0,54922.0,62654.0,71561.0,79670.0,"June 26, 2023",Southwest
Richardson,TX,50064.0,57425.0,65509.0,74822.0,83301.0,"June 26, 2023",Southwest
Round Rock,TX,49372.0,56631.0,64604.0,73788.0,82150.0,"June 26, 2023",Southwest
San Antonio,TX,48598.0,55743.0,63591.0,72631.0,80861.0,"June 26, 2023",Southwest
Temple,TX,45524.0,52217.0,59568.0,68037.0,75746.0,"June 26, 2023",Southwest
Waco,TX,45689.0,52406.0,59785.0,68284.0,76021.0,"June 26, 2023",Southwest
Wichita Falls,TX,46013.0,52778.0,60208.0,68767.0,76560.0,"June 26, 2023",Southwest
Layton,UT,46508.0,53346.0,60857.0,69508.0,77385.0,"June 26, 2023",West
Lehi,UT,46117.0,52897.0,60344.0,68923.0,76733.0,"June 26, 2023",West
Logan,UT,46028.0,52795.0,60228.0,68790.0,76585.0,"June 26, 2023",West
Ogden,UT,46683.0,53546.0,61085.0,69769.0,77675.0,"June 26, 2023",West
Orem,UT,46335.0,53147.0,60630.0,69249.0,77096.0,"June 26, 2023",West
Provo,UT,46335.0,53147.0,60630.0,69249.0,77096.0,"June 26, 2023",West
Saint George,UT,50467.0,57887.0,66037.0,75425.0,83972.0,"June 26, 2023",West
Salt Lake City,UT,48341.0,55449.0,63255.0,72247.0,80434.0,"June 26, 2023",West
Sandy,UT,48210.0,55298.0,63084.0,72051.0,80216.0,"June 26, 2023",West
South Jordan,UT,48123.0,55198.0,62969.0,71921.0,80071.0,"June 26, 2023",West
West Jordan,UT,48167.0,55249.0,63027.0,71987.0,80144.0,"June 26, 2023",West
Alexandria,VA,56096.0,64343.0,73402.0,83837.0,93337.0,"June 26, 2023",Southeast
Annandale,VA,56096.0,64343.0,73402.0,83837.0,93337.0,"June 26, 2023",Southeast
Arlington,VA,56096.0,64343.0,73402.0,83837.0,93337.0,"June 26, 2023",Southeast
Centreville,VA,55894.0,64112.0,73138.0,83536.0,93002.0,"June 26, 2023",Southeast
Chesapeake,VA,47388.0,54356.0,62008.0,70823.0,78849.0,"June 26, 2023",Southeast
Hampton,VA,47711.0,54725.0,62430.0,71305.0,79385.0,"June 26, 2023",Southeast
Lynchburg,VA,46219.0,53015.0,60478.0,69076.0,76903.0,"June 26, 2023",Southeast
Newport News,VA,47711.0,54725.0,62430.0,71305.0,79385.0,"June 26, 2023",Southeast
Norfolk,VA,47449.0,54425.0,62087.0,70913.0,78949.0,"June 26, 2023",Southeast
Petersburg,VA,50190.0,57569.0,65674.0,75010.0,83510.0,"June 26, 2023",Southeast
Portsmouth,VA,47449.0,54425.0,62087.0,70913.0,78949.0,"June 26, 2023",Southeast
Reston,VA,55995.0,64228.0,73270.0,83686.0,93170.0,"June 26, 2023",Southeast
Richmond,VA,49777.0,57095.0,65134.0,74393.0,82823.0,"June 26, 2023",Southeast
Roanoke,VA,46588.0,53437.0,60960.0,69626.0,77516.0,"June 26, 2023",Southeast
Suffolk,VA,47422.0,54394.0,62052.0,70873.0,78904.0,"June 26, 2023",Southeast
Virginia Beach,VA,48174.0,55257.0,63037.0,71998.0,80157.0,"June 26, 2023",Southeast
Virginia State University,VA,50190.0,57569.0,65674.0,75010.0,83510.0,"June 26, 2023",Southeast
Barre,VT,49267.0,56511.0,64467.0,73631.0,81975.0,"June 26, 2023",Northeast
Bennington,VT,50957.0,58448.0,66677.0,76156.0,84786.0,"June 26, 2023",Northeast
Burlington,VT,49721.0,57031.0,65060.0,74309.0,82730.0,"June 26, 2023",Northeast
Colchester,VT,49721.0,57031.0,65060.0,74309.0,82730.0,"June 26, 2023",Northeast
Essex,VT,49721.0,57031.0,65060.0,74309.0,82730.0,"June 26, 2023",Northeast
Essex Junction,VT,49721.0,57031.0,65060.0,74309.0,82730.0,"June 26, 2023",Northeast
Montpelier,VT,49267.0,56511.0,64467.0,73631.0,81975.0,"June 26, 2023",Northeast
Rutland,VT,50067.0,57428.0,65513.0,74826.0,83305.0,"June 26, 2023",Northeast
South Burlington,VT,49721.0,57031.0,65060.0,74309.0,82730.0,"June 26, 2023",Northeast
Williston,VT,49721.0,57031.0,65060.0,74309.0,82730.0,"June 26, 2023",Northeast
Auburn,WA,54192.0,62160.0,70911.0,80992.0,90169.0,"June 26, 2023",West
Bellevue,WA,55602.0,63777.0,72756.0,83099.0,92516.0,"June 26, 2023",West
Bellingham,WA,51793.0,59407.0,67771.0,77405.0,86177.0,"June 26, 2023",West
Bremerton,WA,54423.0,62424.0,71213.0,81337.0,90554.0,"June 26, 2023",West
Everett,WA,54604.0,62633.0,71450.0,81608.0,90855.0,"June 26, 2023",West
Federal Way,WA,54192.0,62160.0,70911.0,80992.0,90169.0,"June 26, 2023",West
Kennewick,WA,53431.0,61287.0,69915.0,79854.0,88903.0,"June 26, 2023",West
Kent,WA,54084.0,62036.0,70770.0,80830.0,89990.0,"June 26, 2023",West
Lacey,WA,52429.0,60137.0,68604.0,78356.0,87236.0,"June 26, 2023",West
Lakewood,WA,54192.0,62160.0,70911.0,80992.0,90169.0,"June 26, 2023",West
Marysville,WA,54604.0,62633.0,71450.0,81608.0,90855.0,"June 26, 2023",West
Olympia,WA,52429.0,60137.0,68604.0,78356.0,87236.0,"June 26, 2023",West
Pasco,WA,52993.0,60784.0,69342.0,79199.0,88174.0,"June 26, 2023",West
Renton,WA,55548.0,63715.0,72685.0,83018.0,92426.0,"June 26, 2023",West
Richland,WA,53119.0,60929.0,69507.0,79387.0,88384.0,"June 26, 2023",West
Seattle,WA,55602.0,63777.0,72756.0,83099.0,92516.0,"June 26, 2023",West
Spokane,WA,49606.0,56899.0,64909.0,74137.0,82538.0,"June 26, 2023",West
Tacoma,WA,54192.0,62160.0,70911.0,80992.0,90169.0,"June 26, 2023",West
Vancouver,WA,52364.0,60063.0,68519.0,78260.0,87128.0,"June 26, 2023",West
Yakima,WA,50845.0,58321.0,66531.0,75989.0,84600.0,"June 26, 2023",West
Appleton,WI,48351.0,55460.0,63267.0,72262.0,80450.0,"June 26, 2023",Midwest
Eau Claire,WI,48242.0,55335.0,63126.0,72100.0,80270.0,"June 26, 2023",Midwest
Janesville,WI,49175.0,56405.0,64346.0,73493.0,81821.0,"June 26, 2023",Midwest
Kenosha,WI,49504.0,56783.0,64777.0,73985.0,82369.0,"June 26, 2023",Midwest
La Crosse,WI,46824.0,53708.0,61270.0,69980.0,77910.0,"June 26, 2023",Midwest
Madison,WI,49376.0,56635.0,64609.0,73793.0,82156.0,"June 26, 2023",Midwest
Milwaukee,WI,49872.0,57205.0,65258.0,74535.0,82981.0,"June 26, 2023",Midwest
Oshkosh,WI,48038.0,55101.0,62859.0,71795.0,79930.0,"June 26, 2023",Midwest
Racine,WI,49504.0,56783.0,64777.0,73985.0,82369.0,"June 26, 2023",Midwest
Waukesha,WI,49684.0,56989.0,65012.0,74254.0,82669.0,"June 26, 2023",Midwest
Beckley,WV,45499.0,52188.0,59535.0,67999.0,75704.0,"June 26, 2023",Southeast
Charleston,WV,45902.0,52650.0,60063.0,68601.0,76375.0,"June 26, 2023",Southeast
Fairmont,WV,49333.0,56587.0,64553.0,73730.0,82085.0,"June 26, 2023",Southeast
Huntington,WV,45010.0,51627.0,58896.0,67268.0,74891.0,"June 26, 2023",Southeast
Morgantown,WV,49333.0,56587.0,64553.0,73730.0,82085.0,"June 26, 2023",Southeast
Parkersburg,WV,44748.0,51327.0,58553.0,66877.0,74455.0,"June 26, 2023",Southeast
Weirton,WV,49126.0,56349.0,64282.0,73421.0,81740.0,"June 26, 2023",Southeast
Wheeling,WV,49333.0,56587.0,64553.0,73730.0,82085.0,"June 26, 2023",Southeast
Casper,WY,47247.0,54194.0,61823.0,70612.0,78614.0,"June 26, 2023",West
Cheyenne,WY,46332.0,53143.0,60625.0,69244.0,77090.0,"June 26, 2023",West
Cody,WY,47721.0,54737.0,62443.0,71320.0,79402.0,"June 26, 2023",West
Gillette,WY,45038.0,51659.0,58932.0,67310.0,74937.0,"June 26, 2023",West
Laramie,WY,46260.0,53061.0,60531.0,69136.0,76970.0,"June 26, 2023",West
Riverton,WY,46491.0,53327.0,60834.0,69483.0,77356.0,"June 26, 2023",West
Rock Springs,WY,47117.0,54045.0,61653.0,70418.0,78398.0,"June 26, 2023",West
Sheridan,WY,47721.0,54737.0,62443.0,71320.0,79402.0,"June 26, 2023",West
